,기업명,제목,지원자격,근무조건,마감일-등록일
6225,(주)탑앤스카우트,"[IT, 코스닥] 연구소 Java개발자 충원","
경력 8년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6226,(주)탑앤스카우트,"[골프앱 랭킹, 마켓, 소셜] 앱개발자 충원","
경력 3년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6227,(주)탑앤스카우트,[SI] 본사 JAVA개발 경력직 모집,"
6 ~ 15년
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6228,KY컨설팅그룹,글로벌 웹툰플랫폼 PHP 웹개발자 모집,"
4 ~ 10년
학력무관
","
정규직
서울 강남구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6229,프로페셔날핸즈인핸즈코리아(주),Data Scientist 대리.과장 / 초우량 IT대기업,"
5 ~ 12년
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/14(토)(1일 전 등록)
"
6230,(주)맨토스파워,AA (Application Architect) 경력직 모집/ IT 우량기업,"
경력 3년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/10(화)(11일 전 등록)
"
6231,(주)마이나비코리아,"[국내 유명 대기업] 인버터, ESS Engineer 모집(일본어 가능자)","
경력 5년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6232,프로페셔날핸즈인핸즈코리아(주),AI Intelligence 대리.과장 / 초우량 IT대기업,"
5 ~ 12년
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/14(토)(1일 전 등록)
"
6233,(주)맨토스파워,[유명포털 IT기업] 정보보안 팀장급 채용,"
경력 10년↑
대학교(4년)↑
","
정규직
서울 마포구
","
즉시지원 ~ 12/18(수)(4일 전 등록)
"
6234,프로페셔날핸즈인핸즈코리아(주),AI Engineering 대리.과장 / 초우량 IT대기업,"
5 ~ 12년
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/14(토)(1일 전 등록)
"
6235,(주)맨토스파워,[IT 중견기업] PHP 개발 경력 사원 채용/주임-대리급,"
경력 3년↑
학력무관
","
정규직
서울 마포구
","
즉시지원 ~ 12/18(수)(4일 전 등록)
"
6236,㈜에이치알맨파워그룹,"(기술연구소) 인공지능(AI), 딥러닝 SW개발 경력사원","
5 ~ 12년
대학교(4년)↑
","
정규직
서울 구로구
","
즉시지원 ~ 12/16(월)(1일 전 등록)
"
6237,㈜골드윙파트너스,System Validation Engineer - Global Automotive,"
5 ~ 16년
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 채용시(4일 전 등록)
"
6238,(주)에이치엘인베스트먼트,마케팅팀 웹 개발자 채용,"
경력 2년↑
학력무관
","
정규직
서울 영등포구
","
즉시지원 ~ 12/25(수)(12일 전 등록)
"
6239,케이알잡컨설팅(주),영상보안 네트웍크 프로토콜 SW 개발,"
3 ~ 10년
대학교(4년)↑
","
정규직
경기 성남시 분당구
5,000~6,000만원
","
즉시지원 ~ 12/12(목)(10일 전 등록)
"
6240,케이알잡컨설팅(주),영상 저장장치 DVR/NVR SW 개발,"
3 ~ 10년
대학교(4년)↑
","
정규직
경기 성남시 분당구
5,000~6,000만원
","
즉시지원 ~ 12/12(목)(10일 전 등록)
"
6241,케이알잡컨설팅(주),영상관제 SW 제품군 개발,"
3 ~ 10년
대학교(4년)↑
","
정규직
경기 성남시 분당구
5,000~6,000만원
","
즉시지원 ~ 12/12(목)(10일 전 등록)
"
6242,㈜데일리잡,[중소기업] 코스메틱 온라인MD 경력직,"
경력 5년↑
학력무관
","
정규직
서울 강남구
3400만원
","
즉시지원 ~ 12/13(금)(5일 전 등록)
"
6243,㈜데일리잡,[중소기업] 네트워크 엔지니어/장비영업 경력직,"
경력 3년↑
학력무관
","
정규직
서울 송파구
","
즉시지원 ~ 12/13(금)(5일 전 등록)
"
6244,㈜에이치알맨파워그룹,[외국계소비재] IT specialist - Android App 대리/과장급,"
3 ~ 9년
대학교(4년)↑
","
정규직
서울 강남구
","
전화접수 ~ 12/21(토)(1일 전 등록)
"
6245,주식회사 파소나코리아,[일본기업] 보험회사 IT담당자(경험/영어필수/이공계전공자),"
경력 2년↑
대학교(4년)↑
","
정규직
서울 강남구
5000만원
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6246,㈜데일리잡,[중소기업] 네트워크 엔지니어 경력직(본사근무),"
경력 1년↑
학력무관
","
정규직
서울 송파구
","
즉시지원 ~ 12/13(금)(5일 전 등록)
"
6247,탑커리어인사이트,웹개발 경력사원 채용 (경력 3년 이상),"
3 ~ 10년
대학교(4년)↑
","
정규직
서울 구로구
","
즉시지원 ~ 12/12(목)(8일 전 등록)
"
6248,탑커리어인사이트,"(코스닥상장) 소프트웨어(MFC, C++) 개발 경력직 채용","
3 ~ 10년
대학(2,3년)↑
","
정규직
서울 금천구
","
즉시지원 ~ 12/12(목)(8일 전 등록)
"
6249,(주)벤텍앤컴퍼니,서버 관리 [ 대기업 계열사 ],"
경력 3년↑
대학(2,3년)↑
","
정규직
서울 구로구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6250,(주)벤텍앤컴퍼니,SAP CO 운영 [ 대기업 계열사 ],"
경력 3년↑
대학(2,3년)↑
","
정규직
서울 구로구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6251,(주)벤텍앤컴퍼니,SAP ABAP 개발 [ 대기업 계열사 ],"
경력 3년↑
대학(2,3년)↑
","
정규직
서울 구로구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6252,커리어커넥트(주),"[의료기기] C++,MFC  SW개발","
경력 7년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/29(일)(8일 전 등록)
"
6253,㈜에이치알맨파워그룹,(철도/임베디드 분야)기술연구소 경력연구원(2명) 모집,"
5 ~ 12년
대학교(4년)↑
","
정규직
서울 구로구
","
즉시지원 ~ 12/16(월)(1일 전 등록)
"
6254,커리어커넥트(주),[의료기기] 펌웨어 개발,"
경력 7년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/25(수)(12일 전 등록)
"
6255,커리어커넥트(주),[코스닥 의료장비] Front-end 개발자,"
경력 6년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/25(수)(12일 전 등록)
"
6256,커리어커넥트(주),[코스닥 의료장비] Back-end 개발자,"
경력 6년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/25(수)(12일 전 등록)
"
6257,위드컴퍼니,테이블매니저 데이터가공/ DBA / 빅데이터 관리자 경력직 채용,"
2 ~ 5년
학력무관
","
정규직
서울 강남구
","
즉시지원 ~ 12/14(토)(23일 전 등록)
"
6258,(주)발렉스서비스,"[서울/강남근무] 일본계 기업 OpenGL, GLSL 개발자 채용","
경력 2년↑
대학(2,3년)↑
","
정규직
서울 서초구
","
즉시지원 상시채용(12일 전 등록)
"
6259,(주)HR컨설팅그룹,[SAP플래티넘파트너사]SAP PM.PI(차부장급.임원),"
경력 12년↑
학력무관
","
정규직
서울 금천구
","
즉시지원 ~ 12/19(목)(3일 전 등록)
"
6260,(주)탑앤스카우트,[이커머스] 컨텐츠플랫폼팀 앱개발자 5년~15년 경력자 채용,"
5 ~ 15년
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6261,(주)HR컨설팅그룹,[대기업IT] 1.App개발(클라우드.MSA기반) //2.WBC기술개발,"
3 ~ 12년
대학교(4년)↑
","
정규직
서울 금천구
","
즉시지원 ~ 12/14(토)(3일 전 등록)
"
6262,(주)탑앤스카우트,[E-커머스] 컨텐츠플랫폼개발팀 웹 개발 3년~15년 경력자 모집,"
3 ~ 15년
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6263,(주)투비파트너즈,정보보호 정보보안,"
8 ~ 13년
대학교(4년)↑
","
정규직
서울 서초구
","
즉시지원 ~ 12/09(월)(8일 전 등록)
"
6264,(주)탑앤스카우트,[E-커머스] 시스템개발팀 웹 개발자 대리과장급 모집,"
경력 5년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/27(금)(10일 전 등록)
"
6265,(주)탑앤스카우트,[이커머스] 플랫폼전략팀 아키텍쳐파트 7년 이상 경력자 채용,"
경력 7년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/29(일)(8일 전 등록)
"
6266,탑커리어인사이트,자동차부품사 ERP개발 경력직 채용 (경력 5년 이상),"
경력 5년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/12(목)(8일 전 등록)
"
6267,(주)모건앤뱅스컨설팅,외국계골프용품기업 전산시스템 운영 및 개발자,"
3 ~ 7년
대학교(4년)↑
","
정규직
서울 서초구
","
즉시지원 ~ 12/15(일)(1일 전 등록)
"
6268,(주)탑앤스카우트,[그룹지주사] WMS 운영 2-10년 경력자 채용,"
2 ~ 10년
대학교(4년)↑
","
정규직
서울 서초구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6269,(주)탑앤스카우트,[그룹지주사] SAP FI 모듈 운영 3-9년 경력자 채용,"
3 ~ 9년
대학교(4년)↑
","
정규직
서울 서초구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6270,(주)탑앤스카우트,[이커머스] DBA 사원대리급 채용,"
경력 3년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6271,(주)피플렙,[온라인 교육] 웹 개발자 정규직 경력채용,"
경력 3년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 채용시(1일 전 등록)
"
6272,(주)키스템프,"정규직/계약직 IT,유지보수,전산관리 등 IT직군 상시채용","
신입 · 경력
학력무관
","
계약직
서울 중구
","
즉시지원 ~ 12/25(수)(12일 전 등록)
"
6273,(주)키스템프,KBS미디어 경영지원부/PC유지보수[여의도/월196만/신입가능],"
신입 · 경력
고졸↑
","
파견직
서울 영등포구
196만원
","
즉시지원 ~ 12/09(월)(4일 전 등록)
"
6274,(주)탑앤스카우트,[글로벌 스타트업] PHP개발 경력직 모집,"
2 ~ 6년
고졸↑
","
정규직
서울 강남구
","
즉시지원 오늘마감(15일 전 등록)
"
6275,(주)탑앤스카우트,[신재생에너지 IT 연구개발] 프론트엔드 개발 채용,"
경력 7년↑
학력무관
","
정규직
서울 금천구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6276,고잉컴,자바 개발자를 모십니다. [정규직/프리랜서 무관],"
경력 1년↑
대학(2,3년)↑
","
정규직 · 계약직
경기 성남시 분당구
","
즉시지원 ~ 12/26(목)(11일 전 등록)
"
6277,(주)피플케어코리아,웹 프론트엔드개발 경력자,"
1 ~ 5년
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6278,(주)핀커스코리아,#코스닥상장사#Android 앱개발 채용,"
경력 1년↑
학력무관
","
정규직
서울 강남구
","
즉시지원 ~ 12/11(수)(11일 전 등록)
"
6279,(주)핀커스코리아,#상장기업 계열사#웹 서버 개발#경력#정규직,"
경력 4년↑
학력무관
","
정규직
서울 강남구
","
즉시지원 ~ 12/27(금)(3일 전 등록)
"
6280,(주)핀커스코리아,#상장기업 계열사#웹 크라이언트 개발#경력#정규직,"
경력 4년↑
학력무관
","
정규직
서울 강남구
","
즉시지원 ~ 12/27(금)(3일 전 등록)
"
6281,(주)HR컨설팅그룹,(우량 중견 상장기업) IT 기획 (대리 - 차장급),"
5 ~ 12년
대학교(4년)↑
","
정규직
서울 금천구
","
즉시지원 ~ 12/13(금)(2일 전 등록)
"
6282,(주)피플케어코리아,모바일앱 UI/UX 디자이너,"
1 ~ 5년
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 채용시(2일 전 등록)
"
6283,에이치알코어스,Php 개발 (국내 유명 코스닥상장 교육 기업),"
경력 4년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 채용시(5일 전 등록)
"
6284,에이치알코어스,Java 개발 (국내 유명 코스닥상장 교육 회사),"
경력 4년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 채용시(5일 전 등록)
"
6285,에이치알코어스,플랫폼 개발자 (국내 통신대기업 자회사),"
경력 3년↑
학력무관
","
정규직
서울 강남구
","
즉시지원 채용시(10일 전 등록)
"
6286,에이치알코어스,Client (Android) 개발 (국내 통신대기업 자회사),"
5 ~ 10년
학력무관
","
정규직
서울 강남구
","
즉시지원 채용시(6일 전 등록)
"
6287,브리스캔영어쏘시에이츠(주),SAP Project PM 및 차세대 ERP 구축 모듈 컨설턴트 과장-부장급,"
경력 8년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/05(일)(1일 전 등록)
"
6288,파워에이치알,"[코스닥 중견기업] 정보보안(팀장급,10년이상)","
경력 10년↑
대학교(4년)↑
","
정규직
서울 구로구
","
즉시지원 채용시(5일 전 등록)
"
6289,파워에이치알,[코스닥 중견기업] PHP 개발(주임-대리),"
3 ~ 5년
대학(2,3년)↑
","
정규직
서울 구로구
","
즉시지원 채용시(13일 전 등록)
"
6290,에이스파트너스,ABAP/SAP ERP/S4/HANA 개발 (3~10년) 사당역근처,"
3 ~ 10년
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/09(월)(1일 전 등록)
"
6291,(주)피플케어코리아,서버 개발 경력자 채용 (제조업체),"
8 ~ 20년
대학교(4년)↑
","
정규직
서울 강북구
","
즉시지원 ~ 12/29(일)(8일 전 등록)
"
6292,갤리언컨설팅그룹,[시스템운영 팀장급 경력자] 유명 IT기업 인재 채용,"
9 ~ 17년
대학교(4년)↑
","
정규직
경기 김포시
","
즉시지원 채용시(2일 전 등록)
"
6293,(주)에이치알비즈코리아,"솔루션 PM부문(MES, ERP, 등) (서울 부산 창원 대구 각0명)","
경력 5년↑
대학(2,3년)↑
","
정규직
경기 안양시 만안구
","
즉시지원 ~ 12/27(금)(4일 전 등록)
"
6294,(주)비비파트너스,[대기업] PI/DA 경력직 채용,"
경력 5년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/10(화)(4일 전 등록)
"
6295,잡스테이션코리아,Mobile Engineer - 글로벌 핀테크기업,"
경력 5년↑
대학교(4년)↑
","
정규직
서울 성동구
","
즉시지원 채용시(2일 전 등록)
"
6296,(주)엠아이티마스,외국계기업 - IT Technology Services Specialist [ 신입 ],"
신입
대학(2,3년)↑
","
정규직 · 계약직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6297,(주)렛유인,[렛유인] 우리와 함께할 웹 개발자를 모십니다,"
1 ~ 5년
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 02/02(일)(3일 전 등록)
"
6298,(주)인싸이트에이치알지,글로벌 컨설팅펌 SAP ERP S/4 HANA 컨설팅 PM,"
경력 8년↑
대학교(4년)↑
","
정규직
서울 서초구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6299,위키에이드,[서울/강남] 웹개발(프론트엔드) 개발 경력자 채용,"
경력 1년↑
학력무관
","
정규직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6300,커리어커넥트(주),대형금융그룹 IT개발팀원 (렌탈ERP or 플랫폼 개발운영자) 채용,"
경력 4년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6301,에이스파트너스,Web 웹  채팅솔루션 React 개발(DB) (3-8년)[SI대기업],"
경력 5년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/10(화)(2일 전 등록)
"
6302,에이스파트너스,MSA (Azure 아키텍처) 클라우드 기반 인프라 설계/구축,"
15 ~ 20년
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/09(월)(2일 전 등록)
"
6303,커리어앤컴퍼니,Data Scientist,"
5 ~ 12년
석사↑
","
정규직
서울 강남구
1억원 ~ 
","
즉시지원 채용시(2일 전 등록)
"
6304,커리어앤컴퍼니,Data Scientist 대기업,"
3 ~ 15년
석사↑
","
정규직
경기 수원시 영통구
","
즉시지원 채용시(2일 전 등록)
"
6305,닥터파인드,"[긴급]MES, LOT 개발 및 운영 대리 과장 초빙","
경력 4년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/12(목)(2일 전 등록)
"
6306,커리어앤컴퍼니,반도체 관련 경험한 빅데이터 ...대리~임원까지,"
3 ~ 17년
석사↑
","
정규직
경기 수원시 영통구
","
즉시지원 채용시(2일 전 등록)
"
6307,커리어커넥트(주),[글로벌 아웃소싱 기업] SW 개발,"
경력 6년↑
대학(2,3년)↑
","
정규직
서울 강남구
","
즉시지원 채용시(2일 전 등록)
"
6308,로버트월터스코리아(주),[외국계] 메디커 - Senior Full Stack Software engineer (대리컬,"
경력무관
대학교(4년)↑
","
정규직
서울 중구
","
즉시지원 ~ 01/05(일)(2일 전 등록)
"
6309,(주)피플케어코리아,Strategy &amp; Operation Consultants,"
경력 8년↑
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 01/04(토)(2일 전 등록)
"
6310,헌터스그룹,AI 잡음음성 전처리 기술 개발자 (통신 대기업),"
5 ~ 15년
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/20(금)(2일 전 등록)
"
6311,천재교육,(주)천재교육 IT부문 전산팀 경력사원 채용 공고,"
1 ~ 5년
대학교(4년)↑
","
계약직
서울 금천구
","
즉시지원 ~ 12/20(금)(2일 전 등록)
"
6312,(주)드림에이치알,국내 최고 IT대기업 자회사 서비스시스템 Client개발,"
경력 3년↑
대학교(4년)↑
","
정규직
서울 서초구
","
즉시지원 ~ 12/31(화)(2일 전 등록)
"
6313,헌터스그룹,[경력직] AI 음성인식기술 개발자 (통신 대기업),"
5 ~ 15년
대학교(4년)↑
","
정규직
서울 강남구
","
즉시지원 ~ 12/20(금)(2일 전 등록)
"
